N,종목명,현재가,전일비,등락률,액면가,시가,고가,저가
302.0,서연이화,22500.0,300.0,+1.35%,500.0,22000.0,22650.0,21500.0
303.0,KBSTAR 23-11 회사채(AA-이상)액티브,51740.0,5.0,+0.01%,0.0,51735.0,51745.0,51735.0
304.0,케이카,12540.0,110.0,-0.87%,500.0,12540.0,12650.0,12420.0
305.0,대상,17390.0,120.0,+0.69%,1000.0,17270.0,17440.0,17210.0
306.0,삼양홀딩스,70300.0,100.0,-0.14%,5000.0,70400.0,71100.0,70000.0
307.0,신세계인터내셔날,16840.0,210.0,+1.26%,1000.0,16550.0,17120.0,16510.0
308.0,한국단자,57200.0,1100.0,-1.89%,500.0,57900.0,58500.0,57200.0
309.0,TIGER 24-10 회사채(A+이상)액티브,53030.0,35.0,+0.07%,0.0,53010.0,53045.0,53010.0
310.0,동양생명,3670.0,55.0,+1.52%,5000.0,3630.0,3695.0,3595.0
311.0,삼성 레버리지 WTI원유 선물 ETN,1465.0,90.0,+6.55%,0.0,1455.0,1465.0,1455.0
312.0,KOSEF 200TR,42555.0,40.0,+0.09%,0.0,42605.0,42620.0,42370.0
313.0,KODEX CD금리액티브(합성),1007025.0,105.0,+0.01%,0.0,1007020.0,1007025.0,1007020.0
314.0,화신,16930.0,30.0,+0.18%,500.0,16900.0,17080.0,16560.0
315.0,KODEX 미국S&P500TR,13270.0,75.0,+0.57%,0.0,13275.0,13275.0,13160.0
316.0,ACE 미국S&P500,14910.0,90.0,+0.61%,0.0,14820.0,14910.0,14790.0
317.0,SPC삼립,67400.0,900.0,+1.35%,5000.0,66500.0,67700.0,66500.0
318.0,고려제강,23150.0,4200.0,-15.36%,1000.0,25100.0,25100.0,21650.0
319.0,바이오노트,5650.0,320.0,-5.36%,500.0,6020.0,6070.0,5590.0
320.0,QV 코스피 변동성 매칭형 양매도 ETN,8090.0,20.0,+0.25%,0.0,8090.0,8090.0,8090.0
321.0,삼성화재우,175900.0,2700.0,+1.56%,500.0,173200.0,176000.0,173000.0
322.0,삼성 인버스 2X 천연가스 선물 ETN C,55730.0,3845.0,-6.45%,0.0,55485.0,55850.0,55395.0
323.0,한화투자증권,2585.0,5.0,-0.19%,5000.0,2575.0,2605.0,2575.0
324.0,KODEX Fn Top10동일가중,8440.0,5.0,+0.06%,0.0,8555.0,8555.0,8390.0
325.0,DI동일,21200.0,100.0,+0.47%,500.0,21500.0,21550.0,20950.0
326.0,HANARO 200,34360.0,45.0,+0.13%,0.0,34355.0,34405.0,34200.0
327.0,KODEX 코스닥150,15020.0,95.0,-0.63%,0.0,15150.0,15155.0,14900.0
328.0,동아쏘시오홀딩스,86100.0,2000.0,+2.38%,5000.0,83800.0,86500.0,83500.0
329.0,신성이엔지,2645.0,15.0,+0.57%,500.0,2630.0,2715.0,2615.0
330.0,쿠쿠홀딩스,15280.0,40.0,-0.26%,100.0,15300.0,15450.0,14850.0
331.0,신한알파리츠,6160.0,80.0,-1.28%,1000.0,6240.0,6240.0,6150.0
332.0,화승엔터프라이즈,8890.0,600.0,+7.24%,500.0,8290.0,8910.0,8190.0
333.0,ACE 종합채권(AA-이상)KIS액티브,95350.0,240.0,-0.25%,0.0,95455.0,95455.0,95305.0
334.0,신한 레버리지 WTI원유 선물 ETN(H),1065.0,55.0,+5.45%,0.0,1065.0,1080.0,1060.0
335.0,한섬,21500.0,250.0,+1.18%,500.0,21200.0,21600.0,21100.0
336.0,동원F&B,27250.0,300.0,+1.11%,1000.0,26600.0,27250.0,26600.0
337.0,KBSTAR 단기통안채,108565.0,15.0,+0.01%,0.0,108555.0,108570.0,108555.0
338.0,신영증권,55900.0,400.0,+0.72%,5000.0,55500.0,56000.0,55500.0
339.0,SK렌터카,11060.0,160.0,+1.47%,500.0,10850.0,11220.0,10850.0
340.0,유안타증권,2615.0,5.0,+0.19%,5000.0,2610.0,2640.0,2590.0
341.0,티웨이항공,2580.0,10.0,+0.39%,500.0,2570.0,2600.0,2535.0
342.0,KODEX 선진국MSCI World,22490.0,45.0,+0.20%,0.0,22455.0,22500.0,22375.0
343.0,현대홈쇼핑,42850.0,600.0,+1.42%,5000.0,42150.0,43200.0,42050.0
344.0,KOSEF 200,34335.0,20.0,+0.06%,0.0,34320.0,34380.0,34185.0
345.0,롯데손해보험,1652.0,20.0,+1.23%,1000.0,1630.0,1652.0,1611.0
346.0,지누스,27100.0,1050.0,+4.03%,500.0,26050.0,27400.0,25650.0
347.0,LS네트웍스,6430.0,1470.0,-18.61%,5000.0,6990.0,7400.0,6050.0
348.0,미래에셋증권2우B,3595.0,10.0,+0.28%,5000.0,3575.0,3600.0,3575.0
349.0,KODEX 반도체,34005.0,100.0,-0.29%,0.0,34020.0,34340.0,33730.0
350.0,삼성SDI우,308000.0,3000.0,-0.96%,5000.0,313000.0,313000.0,307500.0
351.0,쿠쿠홈시스,22150.0,400.0,+1.84%,100.0,21800.0,22400.0,21800.0
352.0,TIGER Fn반도체TOP10,9390.0,105.0,-1.11%,0.0,9375.0,9505.0,9340.0
353.0,KODEX 미국나스닥100TR,13360.0,125.0,+0.94%,0.0,13240.0,13360.0,13230.0
354.0,엠씨넥스,27250.0,150.0,-0.55%,500.0,27250.0,27800.0,27200.0
355.0,이수화학,21750.0,250.0,+1.16%,5000.0,21400.0,22100.0,21250.0
356.0,부광약품,6840.0,50.0,-0.73%,500.0,6980.0,6990.0,6770.0
357.0,코람코에너지리츠,5470.0,30.0,-0.55%,500.0,5440.0,5500.0,5440.0
358.0,ACE 미국나스닥100,15455.0,140.0,+0.91%,0.0,15315.0,15455.0,15310.0
359.0,삼천리,118700.0,5600.0,+4.95%,5000.0,113100.0,122300.0,112000.0
360.0,TIGER 글로벌리튬&2차전지SOLACTIVE(합성),9375.0,40.0,+0.43%,0.0,9335.0,9375.0,9300.0
361.0,동아에스티,55600.0,500.0,+0.91%,5000.0,56700.0,57000.0,55100.0
362.0,이엔플러스,7010.0,90.0,-1.27%,500.0,7100.0,7160.0,6910.0
363.0,SBS,26100.0,50.0,+0.19%,5000.0,26100.0,26300.0,25950.0
364.0,KODEX 미국FANG플러스(H),29190.0,350.0,+1.21%,0.0,29120.0,29240.0,29080.0
365.0,LX하우시스,52900.0,300.0,+0.57%,5000.0,52100.0,53300.0,52000.0
366.0,흥아해운,1970.0,28.0,+1.44%,500.0,1933.0,2020.0,1924.0
367.0,한화손해보험,4025.0,90.0,-2.19%,5000.0,4120.0,4120.0,4015.0
368.0,일동제약,17480.0,930.0,-5.05%,1000.0,18990.0,19090.0,17250.0
369.0,유나이티드제약,28700.0,450.0,-1.54%,500.0,29250.0,29650.0,28450.0
370.0,국도화학,51700.0,300.0,-0.58%,5000.0,52000.0,52700.0,51700.0
371.0,STX,15090.0,570.0,-3.64%,2500.0,15060.0,16470.0,14000.0
372.0,영진약품,2515.0,125.0,-4.73%,500.0,2685.0,2700.0,2500.0
373.0,ACE 200,34545.0,55.0,+0.16%,0.0,34490.0,34580.0,34385.0
374.0,엘브이엠씨홀딩스,2655.0,5.0,-0.19%,0.0,2660.0,2720.0,2630.0
375.0,빙그레,46200.0,0.0,0.00%,5000.0,46300.0,46550.0,45900.0
376.0,SK디앤디,20350.0,250.0,-1.21%,1000.0,20700.0,20700.0,20300.0
377.0,세아홀딩스,112200.0,0.0,0.00%,5000.0,112300.0,117600.0,111000.0
378.0,케이씨텍,21350.0,600.0,-2.73%,500.0,21900.0,21900.0,21300.0
379.0,세아제강,154200.0,600.0,-0.39%,5000.0,154900.0,155900.0,152400.0
380.0,쏘카,13150.0,70.0,-0.53%,100.0,13160.0,13340.0,13080.0
381.0,KODEX 단기변동금리부채권액티브,107550.0,15.0,+0.01%,0.0,107515.0,107555.0,107515.0
382.0,송원산업,17700.0,0.0,0.00%,500.0,17550.0,17940.0,17550.0
383.0,삼화콘덴서,40600.0,1050.0,-2.52%,1000.0,41400.0,41650.0,40400.0
384.0,CJ CGV,8830.0,50.0,+0.57%,500.0,8780.0,8930.0,8750.0
385.0,삼양사,40750.0,300.0,+0.74%,5000.0,40000.0,40950.0,40000.0
386.0,NICE,11070.0,40.0,+0.36%,500.0,11040.0,11110.0,10950.0
387.0,코리아써키트,17710.0,220.0,+1.26%,500.0,17540.0,17900.0,17350.0
388.0,파미셀,6950.0,80.0,-1.14%,500.0,7160.0,7170.0,6870.0
389.0,TIGER 미국달러단기채권액티브,11405.0,40.0,+0.35%,0.0,11335.0,11425.0,11330.0
390.0,LF,14160.0,100.0,+0.71%,5000.0,14070.0,14190.0,14040.0
391.0,유니퀘스트,15810.0,10.0,+0.06%,500.0,15750.0,15990.0,15540.0
392.0,LG생활건강우,195000.0,4300.0,+2.25%,5000.0,192000.0,197300.0,191100.0
393.0,롯데정보통신,26450.0,50.0,+0.19%,5000.0,26150.0,26900.0,26150.0
394.0,아세아시멘트,10400.0,240.0,+2.36%,500.0,10150.0,10480.0,10020.0
395.0,포스코스틸리온,67000.0,1200.0,+1.82%,5000.0,65500.0,68800.0,64300.0
396.0,KB스타리츠,3960.0,5.0,+0.13%,500.0,3970.0,3970.0,3945.0
397.0,쎌마테라퓨틱스,6410.0,0.0,0.00%,500.0,0.0,0.0,0.0
398.0,DB,1986.0,11.0,+0.56%,500.0,1980.0,2045.0,1955.0
399.0,현대그린푸드,11790.0,20.0,+0.17%,500.0,11780.0,12050.0,11660.0
400.0,조일알미늄,3145.0,110.0,+3.62%,500.0,3010.0,3155.0,2975.0
401.0,ARIRANG 국고채30년액티브,91670.0,965.0,-1.04%,0.0,91960.0,91960.0,91345.0
402.0,유니드,58300.0,200.0,+0.34%,5000.0,58400.0,59600.0,57400.0
403.0,대원강업,6300.0,70.0,-1.10%,500.0,6380.0,6460.0,6210.0
404.0,풀무원,10240.0,240.0,+2.40%,500.0,10150.0,10280.0,10000.0
405.0,아모레퍼시픽우,36900.0,1000.0,+2.79%,500.0,35750.0,37100.0,35750.0
406.0,삼성FN리츠,5030.0,0.0,0.00%,500.0,5020.0,5040.0,5020.0
407.0,신영증권우,54900.0,100.0,+0.18%,5000.0,54800.0,55000.0,54600.0
408.0,TIGER KRX2차전지K-뉴딜,21035.0,205.0,-0.97%,0.0,21165.0,21250.0,20790.0
409.0,남해화학,7790.0,10.0,-0.13%,1000.0,7730.0,7850.0,7730.0
410.0,한국자산신탁,3100.0,25.0,+0.81%,500.0,3095.0,3105.0,3050.0
411.0,SGC에너지,25850.0,300.0,+1.17%,5000.0,25550.0,26350.0,25250.0
412.0,E1,55300.0,200.0,+0.36%,5000.0,55100.0,56100.0,54600.0
413.0,맵스리얼티1,4080.0,20.0,+0.49%,0.0,4085.0,4085.0,4045.0
414.0,유진투자증권,3890.0,310.0,+8.66%,5000.0,3615.0,4045.0,3600.0
415.0,한화리츠,5300.0,20.0,-0.38%,500.0,5270.0,5310.0,5250.0
416.0,HL홀딩스,36450.0,350.0,+0.97%,5000.0,35850.0,36550.0,35850.0
417.0,일진전기,9970.0,100.0,+1.01%,1000.0,9520.0,10060.0,9390.0
418.0,에이프로젠,1453.0,29.0,-1.96%,500.0,1482.0,1484.0,1431.0
419.0,HD현대에너지솔루션,32850.0,150.0,+0.46%,5000.0,32500.0,33000.0,32400.0
420.0,STX중공업,12770.0,1110.0,+9.52%,2500.0,11670.0,13640.0,11660.0
421.0,티와이홀딩스,7180.0,230.0,+3.31%,500.0,6900.0,7350.0,6890.0
422.0,TIGER 25-10 회사채(A+이상)액티브,50550.0,5.0,+0.01%,0.0,50540.0,50585.0,50520.0
423.0,서울가스,71600.0,1300.0,+1.85%,5000.0,70300.0,72900.0,69500.0
424.0,TIGER 글로벌자율주행&전기차SOLACTIVE,11495.0,105.0,+0.92%,0.0,11285.0,11500.0,11285.0
425.0,KEC,1776.0,35.0,-1.93%,500.0,1805.0,1809.0,1765.0
426.0,풍산홀딩스,35550.0,200.0,-0.56%,5000.0,35750.0,35900.0,35200.0
427.0,세진중공업,6230.0,50.0,+0.81%,500.0,6220.0,6360.0,6110.0
428.0,진원생명과학,4540.0,130.0,-2.78%,1000.0,4925.0,5190.0,4465.0
429.0,아세아,162900.0,1500.0,-0.91%,5000.0,165000.0,166000.0,162400.0
430.0,아세아제지,39250.0,450.0,+1.16%,5000.0,39100.0,39350.0,38800.0
431.0,CR홀딩스,12440.0,1060.0,-7.85%,500.0,13750.0,13760.0,12220.0
432.0,백광산업,7790.0,0.0,0.00%,500.0,0.0,0.0,0.0
433.0,알루코,3780.0,30.0,-0.79%,500.0,3770.0,3785.0,3700.0
434.0,SOL 종합채권(AA-이상)액티브,101035.0,210.0,-0.21%,0.0,101035.0,101035.0,101035.0
435.0,에어부산,2990.0,30.0,-0.99%,1000.0,3000.0,3035.0,2955.0
436.0,한일홀딩스,11290.0,90.0,+0.80%,1000.0,11200.0,11320.0,11180.0
437.0,HDC,5810.0,70.0,-1.19%,5000.0,5840.0,5870.0,5770.0
438.0,퍼시스,30100.0,50.0,+0.17%,1000.0,30200.0,30200.0,29900.0
439.0,HJ중공업,4130.0,45.0,-1.08%,5000.0,4165.0,4200.0,4095.0
440.0,BGF,3590.0,60.0,-1.64%,1000.0,3650.0,3660.0,3580.0
441.0,콘텐트리중앙,17820.0,110.0,+0.62%,5000.0,17820.0,17970.0,17370.0
442.0,광동제약,6530.0,90.0,-1.36%,1000.0,6630.0,6690.0,6510.0
443.0,휴스틸,6070.0,0.0,0.00%,1000.0,6070.0,6130.0,6000.0
444.0,한일현대시멘트,17620.0,430.0,+2.50%,5000.0,17300.0,17640.0,17010.0
445.0,대신증권우,13080.0,80.0,+0.62%,5000.0,13060.0,13140.0,12960.0
446.0,이아이디,1392.0,0.0,0.00%,200.0,0.0,0.0,0.0
447.0,KBSTAR KIS국고채30년Enhanced,65610.0,1045.0,-1.57%,0.0,65980.0,65980.0,65160.0
448.0,대원제약,15370.0,230.0,-1.47%,500.0,16000.0,16110.0,15300.0
449.0,YG PLUS,5280.0,180.0,+3.53%,500.0,5160.0,5310.0,5130.0
450.0,미래에셋 레버리지 원유선물혼합 ETN(H),8150.0,430.0,+5.57%,0.0,8000.0,8200.0,8000.0
451.0,신도리코,33000.0,150.0,-0.45%,5000.0,32700.0,33150.0,32700.0
452.0,효성화학,104200.0,6300.0,-5.70%,5000.0,107200.0,107200.0,101300.0
453.0,교보증권,5140.0,0.0,0.00%,5000.0,5140.0,5170.0,5120.0
454.0,조광피혁,49850.0,150.0,-0.30%,5000.0,50000.0,50100.0,49850.0
455.0,한화3우B,14720.0,120.0,-0.81%,5000.0,14850.0,14850.0,14700.0
456.0,STX엔진,14300.0,320.0,+2.29%,2500.0,13910.0,14590.0,13750.0
457.0,남선알미늄,2540.0,125.0,+5.18%,500.0,2390.0,2585.0,2390.0
458.0,TIGER 24-04 회사채(A+이상)액티브,50800.0,10.0,+0.02%,0.0,50795.0,50810.0,50790.0
459.0,KODEX 은행,6190.0,55.0,+0.90%,0.0,6145.0,6210.0,6130.0
460.0,KODEX ESG종합채권(A-이상)액티브,104020.0,0.0,0.00%,0.0,104020.0,104020.0,104020.0
461.0,SNT다이내믹스,9730.0,10.0,+0.10%,2500.0,9790.0,9790.0,9650.0
462.0,일양약품,16950.0,50.0,+0.30%,2500.0,16950.0,17450.0,16800.0
463.0,일성신약,24250.0,50.0,+0.21%,1000.0,24200.0,24700.0,24100.0
464.0,이리츠코크렙,5050.0,40.0,-0.79%,500.0,5100.0,5100.0,5050.0
465.0,코오롱플라스틱,8370.0,90.0,-1.06%,1000.0,8460.0,8460.0,8320.0
466.0,LG헬로비전,4100.0,85.0,+2.12%,2500.0,3990.0,4140.0,3990.0
467.0,대한제강,12870.0,270.0,-2.05%,1000.0,13170.0,13170.0,12830.0
468.0,남양유업,440500.0,6500.0,-1.45%,5000.0,453000.0,453000.0,439000.0
469.0,웰바이오텍,3480.0,435.0,+14.29%,500.0,3190.0,3645.0,3105.0
470.0,한국토지신탁,1251.0,1.0,-0.08%,1000.0,1251.0,1253.0,1247.0
471.0,현대코퍼레이션,23850.0,200.0,-0.83%,5000.0,24050.0,24500.0,23750.0
472.0,삼진제약,22650.0,300.0,-1.31%,1000.0,22900.0,22950.0,22550.0
473.0,한진,20950.0,300.0,+1.45%,5000.0,20450.0,21250.0,20450.0
474.0,서흥,27000.0,50.0,-0.18%,500.0,27150.0,27150.0,26850.0
475.0,제주은행,9660.0,20.0,-0.21%,5000.0,9590.0,9800.0,9570.0
476.0,농심홀딩스,66900.0,0.0,0.00%,5000.0,66700.0,67200.0,66600.0
477.0,아이마켓코리아,9200.0,80.0,-0.86%,500.0,9260.0,9260.0,9180.0
478.0,스카이라이프,6390.0,130.0,+2.08%,2500.0,6270.0,6390.0,6190.0
479.0,KODEX 국고채3년,57570.0,5.0,-0.01%,0.0,57525.0,57640.0,57525.0
480.0,SIMPAC,4645.0,10.0,-0.21%,500.0,4655.0,4700.0,4600.0
481.0,TRUE KIS CD금리투자 ETN,50640.0,0.0,0.00%,0.0,50640.0,50640.0,50640.0
482.0,메리츠 KIS CD금리투자 ETN,50615.0,0.0,0.00%,0.0,50615.0,50615.0,50615.0
483.0,KODEX 코스피,26530.0,10.0,-0.04%,0.0,26695.0,26695.0,26440.0
484.0,TIGER 미국S&P500선물(H),51580.0,15.0,+0.03%,0.0,51500.0,51625.0,51470.0
485.0,SK증권,632.0,1.0,+0.16%,500.0,634.0,637.0,627.0
486.0,현대퓨처넷,2700.0,10.0,+0.37%,500.0,2705.0,2740.0,2680.0
487.0,모토닉,9000.0,100.0,+1.12%,500.0,8940.0,9030.0,8900.0
488.0,ACE 국고채10년,85510.0,265.0,-0.31%,0.0,85425.0,85735.0,85380.0
489.0,TIGER 중장기국채,48325.0,95.0,-0.20%,0.0,48280.0,48395.0,48230.0
490.0,TIGER 미국배당다우존스,10415.0,70.0,+0.68%,0.0,10345.0,10415.0,10340.0
491.0,한미글로벌,26650.0,1050.0,+4.10%,500.0,25100.0,27150.0,25050.0
492.0,동화약품,10450.0,0.0,0.00%,1000.0,10700.0,10710.0,10420.0
493.0,KISCO홀딩스,17950.0,130.0,+0.73%,1000.0,17740.0,18180.0,17650.0
494.0,이연제약,16120.0,280.0,-1.71%,500.0,16520.0,16610.0,16080.0
495.0,지역난방공사,25000.0,50.0,-0.20%,5000.0,25200.0,25250.0,24950.0
496.0,락앤락,5750.0,20.0,+0.35%,500.0,5730.0,5770.0,5720.0
497.0,한국쉘석유,222000.0,0.0,0.00%,5000.0,220500.0,223000.0,219000.0
498.0,ACE 베트남VN30(합성),19230.0,100.0,+0.52%,0.0,19130.0,19265.0,18980.0
499.0,JW홀딩스,3935.0,55.0,-1.38%,500.0,4045.0,4045.0,3900.0
500.0,잇츠한불,12950.0,390.0,+3.11%,500.0,12650.0,13050.0,12480.0
501.0,TYM,6330.0,60.0,+0.96%,2500.0,6290.0,6510.0,6270.0
502.0,수산인더스트리,19860.0,190.0,-0.95%,200.0,20050.0,20150.0,19820.0
503.0,TIGER 리츠부동산인프라,4470.0,15.0,-0.33%,0.0,4485.0,4490.0,4460.0
504.0,웅진씽크빅,2410.0,20.0,+0.84%,500.0,2390.0,2430.0,2380.0
505.0,도화엔지니어링,8210.0,0.0,0.00%,500.0,8190.0,8330.0,8150.0
506.0,에스엠벡셀,2470.0,5.0,-0.20%,500.0,2475.0,2520.0,2390.0
507.0,스틱인베스트먼트,6590.0,60.0,+0.92%,500.0,6530.0,6590.0,6420.0
508.0,LS전선아시아,8930.0,2370.0,-20.97%,500.0,9500.0,9500.0,8100.0
509.0,동국씨엠,9120.0,470.0,-4.90%,5000.0,9510.0,9590.0,9060.0
510.0,환인제약,14460.0,520.0,+3.73%,500.0,14000.0,14480.0,14000.0
511.0,한전산업,8250.0,330.0,-3.85%,500.0,8080.0,8380.0,8020.0
512.0,DL건설,12150.0,40.0,+0.33%,5000.0,12110.0,12200.0,12040.0
513.0,신성통상,1850.0,8.0,-0.43%,500.0,1871.0,1871.0,1823.0
514.0,BYC,423000.0,9000.0,+2.17%,5000.0,412000.0,424000.0,412000.0
515.0,KODEX 미국달러SOFR금리액티브(합성),10195.0,50.0,+0.49%,0.0,10145.0,10195.0,10135.0
516.0,종근당홀딩스,52600.0,900.0,+1.74%,2500.0,52000.0,52600.0,51800.0
517.0,KBSTAR 미국나스닥100,14950.0,130.0,+0.88%,0.0,14820.0,14950.0,14815.0
518.0,현대차증권,8290.0,20.0,+0.24%,5000.0,8290.0,8320.0,8260.0
519.0,KODEX 미국채울트라30년선물(H),8160.0,45.0,-0.55%,0.0,8120.0,8180.0,8115.0
520.0,제일약품,17840.0,300.0,-1.65%,500.0,17960.0,18270.0,17810.0
521.0,대한제당,2920.0,35.0,+1.21%,500.0,2870.0,2975.0,2865.0
522.0,한국철강,6160.0,30.0,+0.49%,1000.0,6140.0,6200.0,6110.0
523.0,한국콜마홀딩스,13980.0,360.0,+2.64%,500.0,13700.0,13990.0,13570.0
524.0,경방,9470.0,10.0,+0.11%,500.0,9460.0,9480.0,9460.0
525.0,SOL 미국배당다우존스,9560.0,60.0,+0.63%,0.0,9500.0,9560.0,9485.0
526.0,한농화성,16510.0,40.0,+0.24%,500.0,16440.0,16760.0,16320.0
527.0,한솔제지,10820.0,160.0,+1.50%,5000.0,10700.0,10910.0,10610.0
528.0,SNT홀딩스,15780.0,80.0,-0.50%,500.0,15800.0,16280.0,15660.0
529.0,광주신세계,32300.0,50.0,+0.16%,1000.0,32250.0,32600.0,32250.0
530.0,AK홀딩스,19330.0,250.0,-1.28%,5000.0,19570.0,19900.0,19100.0
531.0,삼양패키징,16170.0,50.0,+0.31%,5000.0,16120.0,16180.0,16050.0
532.0,KBSTAR Fn수소경제테마,9650.0,65.0,-0.67%,0.0,9705.0,9705.0,9625.0
533.0,대동,10510.0,40.0,+0.38%,1000.0,10440.0,10650.0,10440.0
534.0,SOL 2차전지소부장Fn,11055.0,110.0,-0.99%,0.0,11190.0,11195.0,10900.0
535.0,삼익THK,12020.0,30.0,-0.25%,500.0,12100.0,12240.0,11970.0
536.0,KODEX 23-12 국고채액티브,10280.0,5.0,-0.05%,0.0,10285.0,10285.0,10280.0
537.0,케이씨,18430.0,240.0,-1.29%,500.0,18660.0,18690.0,18410.0
538.0,ARIRANG 종합채권(AA-이상)액티브,101760.0,250.0,-0.25%,0.0,101760.0,101760.0,101760.0
539.0,KODEX 삼성그룹밸류,9185.0,0.0,0.00%,0.0,9195.0,9220.0,9140.0
540.0,한화갤러리아,1270.0,3.0,+0.24%,500.0,1270.0,1285.0,1258.0
541.0,하나제약,13840.0,100.0,-0.72%,500.0,13900.0,14030.0,13700.0
542.0,현대차3우B,102100.0,0.0,0.00%,5000.0,102700.0,102900.0,101700.0
543.0,대상홀딩스,6720.0,50.0,+0.75%,1000.0,6700.0,6780.0,6650.0
544.0,에이프로젠바이오로직스,365.0,4.0,-1.08%,500.0,369.0,373.0,361.0
545.0,대성홀딩스,15030.0,160.0,+1.08%,1000.0,15000.0,15680.0,14780.0
546.0,사조대림,26350.0,500.0,+1.93%,5000.0,25850.0,26750.0,25700.0
547.0,롯데하이마트,10170.0,210.0,-2.02%,5000.0,10380.0,10380.0,10100.0
548.0,CJ4우(전환),56600.0,400.0,-0.70%,5000.0,57000.0,57000.0,56100.0
549.0,TIGER 차이나CSI300,9695.0,155.0,+1.62%,0.0,9550.0,9750.0,9550.0
550.0,TIGER 일본니케이225,17770.0,240.0,+1.37%,0.0,17535.0,17770.0,17535.0
551.0,일진다이아,16780.0,110.0,-0.65%,1000.0,16880.0,17000.0,16730.0
552.0,동양,991.0,4.0,+0.41%,500.0,979.0,993.0,976.0
553.0,코오롱모빌리티그룹,3750.0,5.0,+0.13%,500.0,3740.0,3750.0,3685.0
554.0,동성케미컬,4715.0,55.0,+1.18%,1000.0,4650.0,4780.0,4645.0
555.0,세방,12080.0,260.0,+2.20%,500.0,11820.0,12250.0,11730.0
556.0,신세계 I&C,13530.0,70.0,+0.52%,500.0,13410.0,13680.0,13410.0
557.0,KIB플러그에너지,977.0,7.0,+0.72%,500.0,970.0,1000.0,961.0
558.0,코오롱글로벌,12200.0,0.0,0.00%,5000.0,12130.0,12360.0,12090.0
559.0,한국금융지주우,39050.0,50.0,+0.13%,5000.0,39200.0,39350.0,38900.0
560.0,ACE 미국30년국채액티브(H),8935.0,55.0,-0.61%,0.0,8910.0,8960.0,8885.0
561.0,테이팩스,48000.0,450.0,-0.93%,500.0,48200.0,48450.0,47900.0
562.0,아주스틸,8630.0,20.0,-0.23%,500.0,8650.0,8700.0,8600.0
563.0,성신양회,9310.0,20.0,-0.21%,5000.0,9240.0,9330.0,9220.0
564.0,KBSTAR 미국S&P500,12885.0,75.0,+0.59%,0.0,12810.0,12885.0,12785.0
565.0,대덕,6720.0,10.0,-0.15%,500.0,6740.0,6800.0,6680.0
566.0,SOL 반도체소부장Fn,12760.0,160.0,-1.24%,0.0,12805.0,13030.0,12655.0
567.0,일신방직,9710.0,20.0,-0.21%,500.0,9770.0,9770.0,9650.0
568.0,코오롱,17880.0,60.0,-0.33%,5000.0,17940.0,18030.0,17810.0
569.0,삼영무역,12190.0,130.0,-1.06%,500.0,12380.0,12380.0,12180.0
570.0,NPC,6130.0,20.0,+0.33%,500.0,6110.0,6160.0,6080.0
571.0,신대양제지,5580.0,50.0,-0.89%,500.0,5620.0,5620.0,5550.0
572.0,KBSTAR ESG사회책임투자,10820.0,30.0,+0.28%,0.0,10805.0,10820.0,10765.0
573.0,JW생명과학,14120.0,140.0,+1.00%,2500.0,14150.0,14160.0,13810.0
574.0,넥센,4170.0,20.0,-0.48%,500.0,4210.0,4230.0,4150.0
575.0,미원홀딩스,96000.0,600.0,-0.62%,500.0,96600.0,96600.0,95700.0
576.0,GS글로벌,2695.0,30.0,+1.13%,2500.0,2660.0,2715.0,2625.0
577.0,부국증권,21400.0,100.0,-0.47%,5000.0,21350.0,21500.0,21200.0
578.0,ACE 단기통안채,102215.0,0.0,0.00%,0.0,102220.0,102225.0,102210.0
579.0,디아이,7780.0,80.0,-1.02%,500.0,7920.0,7920.0,7660.0
580.0,세종공업,7910.0,10.0,+0.13%,500.0,7900.0,7970.0,7850.0
581.0,TIGER 반도체,35235.0,260.0,-0.73%,0.0,35380.0,35615.0,34980.0
582.0,키다리스튜디오,5880.0,180.0,+3.16%,500.0,5670.0,6140.0,5570.0
583.0,대한제분,128200.0,700.0,-0.54%,5000.0,128900.0,128900.0,128000.0
584.0,두산우,54000.0,0.0,0.00%,5000.0,53900.0,54800.0,53000.0
585.0,한솔테크닉스,6720.0,10.0,-0.15%,5000.0,6730.0,6830.0,6680.0
586.0,TIGER 23-12 국공채액티브,205790.0,15.0,+0.01%,0.0,205800.0,205800.0,205790.0
587.0,대교,2525.0,30.0,-1.17%,500.0,2535.0,2565.0,2505.0
588.0,무림P&P,3405.0,5.0,-0.15%,2500.0,3380.0,3445.0,3380.0
589.0,자이에스앤디,5470.0,20.0,+0.37%,1000.0,5500.0,5500.0,5400.0
590.0,KPX케미칼,43600.0,100.0,+0.23%,5000.0,43500.0,43600.0,43300.0
591.0,태경비케이,7640.0,130.0,-1.67%,500.0,7770.0,7890.0,7560.0
592.0,현대지에프홀딩스,3300.0,5.0,+0.15%,500.0,3250.0,3315.0,3235.0
593.0,KPX홀딩스,49800.0,200.0,+0.40%,5000.0,49600.0,50000.0,49450.0
594.0,덕양산업,6460.0,20.0,-0.31%,500.0,6460.0,6500.0,6320.0
595.0,ARIRANG 국고채10년액티브,49110.0,270.0,-0.55%,0.0,49110.0,49110.0,49110.0
596.0,동국홀딩스,13160.0,240.0,-1.79%,5000.0,13200.0,13370.0,13050.0
597.0,하이트진로홀딩스,9030.0,20.0,+0.22%,5000.0,9050.0,9050.0,8990.0
